path_to_dir,tags,width,height,fx,cx,fy,cy,k1,k2,p1,p2,k3
scene-0007/CAM_FRONT,"CAM_FRONT,scene-0007,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0007/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0007,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0007/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0007,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0007/CAM_BACK,"CAM_BACK,scene-0007,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0007/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0007,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0007/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0007,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0008/CAM_FRONT,"CAM_FRONT,scene-0008,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0008/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0008,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0008/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0008,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0008/CAM_BACK,"CAM_BACK,scene-0008,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0008/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0008,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0008/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0008,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0009/CAM_FRONT,"CAM_FRONT,scene-0009,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0009/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0009,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0009/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0009,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0009/CAM_BACK,"CAM_BACK,scene-0009,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0009/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0009,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0009/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0009,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0010/CAM_FRONT,"CAM_FRONT,scene-0010,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0010/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0010,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0010/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0010,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0010/CAM_BACK,"CAM_BACK,scene-0010,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0010/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0010,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0010/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0010,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0011/CAM_FRONT,"CAM_FRONT,scene-0011,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0011/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0011,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0011/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0011,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0011/CAM_BACK,"CAM_BACK,scene-0011,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0011/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0011,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0011/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0011,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0012/CAM_FRONT,"CAM_FRONT,scene-0012,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0012/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0012,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0012/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0012,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0012/CAM_BACK,"CAM_BACK,scene-0012,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0012/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0012,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0012/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0012,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0013/CAM_FRONT,"CAM_FRONT,scene-0013,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0013/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0013,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0013/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0013,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0013/CAM_BACK,"CAM_BACK,scene-0013,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0013/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0013,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0013/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0013,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0014/CAM_FRONT,"CAM_FRONT,scene-0014,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0014/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0014,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0014/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0014,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0014/CAM_BACK,"CAM_BACK,scene-0014,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0014/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0014,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0014/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0014,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0015/CAM_FRONT,"CAM_FRONT,scene-0015,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0015/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0015,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0015/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0015,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0015/CAM_BACK,"CAM_BACK,scene-0015,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0015/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0015,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0015/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0015,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0016/CAM_FRONT,"CAM_FRONT,scene-0016,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0016/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0016,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0016/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0016,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0016/CAM_BACK,"CAM_BACK,scene-0016,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0016/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0016,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0016/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0016,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0017/CAM_FRONT,"CAM_FRONT,scene-0017,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0017/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0017,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0017/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0017,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0017/CAM_BACK,"CAM_BACK,scene-0017,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0017/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0017,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0017/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0017,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0018/CAM_FRONT,"CAM_FRONT,scene-0018,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0018/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0018,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0018/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0018,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0018/CAM_BACK,"CAM_BACK,scene-0018,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0018/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0018,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0018/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0018,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0019/CAM_FRONT,"CAM_FRONT,scene-0019,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0019/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0019,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0019/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0019,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0019/CAM_BACK,"CAM_BACK,scene-0019,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0019/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0019,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0019/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0019,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0020/CAM_FRONT,"CAM_FRONT,scene-0020,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0020/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0020,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0020/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0020,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0020/CAM_BACK,"CAM_BACK,scene-0020,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0020/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0020,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0020/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0020,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0021/CAM_FRONT,"CAM_FRONT,scene-0021,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0021/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0021,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0021/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0021,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0021/CAM_BACK,"CAM_BACK,scene-0021,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0021/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0021,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0021/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0021,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0022/CAM_FRONT,"CAM_FRONT,scene-0022,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0022/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0022,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0022/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0022,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0022/CAM_BACK,"CAM_BACK,scene-0022,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0022/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0022,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0022/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0022,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0023/CAM_FRONT,"CAM_FRONT,scene-0023,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0023/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0023,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0023/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0023,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0023/CAM_BACK,"CAM_BACK,scene-0023,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0023/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0023,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0023/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0023,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
scene-0024/CAM_FRONT,"CAM_FRONT,scene-0024,singapore-onenorth,day",1600,900,1266.417203046554,816.2670197447984,1266.417203046554,491.50706579294757,0,0,0,0,0
scene-0024/CAM_FRONT_RIGHT,"CAM_FRONT_RIGHT,scene-0024,singapore-onenorth,day",1600,900,1260.8474446004698,807.968244525554,1260.8474446004698,495.3344268742088,0,0,0,0,0
scene-0024/CAM_BACK_RIGHT,"CAM_BACK_RIGHT,scene-0024,singapore-onenorth,day",1600,900,1259.5137405846733,807.2529053838625,1259.5137405846733,501.19579884916527,0,0,0,0,0
scene-0024/CAM_BACK,"CAM_BACK,scene-0024,singapore-onenorth,day",1600,900,809.2209905677063,829.2196003259838,809.2209905677063,481.77842384512485,0,0,0,0,0
scene-0024/CAM_BACK_LEFT,"CAM_BACK_LEFT,scene-0024,singapore-onenorth,day",1600,900,1256.7414812095406,792.1125740759628,1256.7414812095406,492.7757465151356,0,0,0,0,0
scene-0024/CAM_FRONT_LEFT,"CAM_FRONT_LEFT,scene-0024,singapore-onenorth,day",1600,900,1272.5979470598488,826.6154927353808,1272.5979470598488,479.75165386361925,0,0,0,0,0
